"ms","ms_name_en","cci","programme_title_short","status","version","last_adoption_date_ecms","priority_code","priority_name","policy_objective_short_name","policy_objective_code","policy_objective_name","specific_objective_short_name","specific_objective_code","specific_objective_name","dimension_type","category_title_short","category_code","category_name","fund","category_of_region","cofinancing_rate","eu_amount","total_amount","climate_weighting","eu_climate_amount","total_climate_amount","environmental_weighting","eu_environmental_amount","total_environmental_amount","biodiversity_weighting","eu_biodiversity_amount","total_biodiversity_amount","gender_weighting","eu_gender_amount","total_gender_amount","clean_air_weighting","eu_clean_air_amount","total_clean_air_amount","digital_weighting","eu_amount_digital","total_amount_digital","sustainable_urban_development","territorial_tool","territory_type","un_sdg_tracking","jtf_themes","priority_type_code","priority_type_description"
"TC","Interreg","2021TC16IPCB002","Interreg VI-A - Romania-Serbia","Adopted by EC","1.3","2022-07-20","1","Environmental protection and risk management","PO2 Greener Europe","2","Greener Europe","RSO2.2 Renewable energy","RSO2.2","Renewable energy","Intervention Field","052 Other renewable energy (including geothermal energy)","052","Other renewable energy (including geothermal energy)","Interreg Funds","Interreg Funds","0.8499999809","2027923","2385791.82","1","2027923","2385791.82","0.4","811169.2","954316.73","0","0","0",,,,"0.4","811169.2","954316.73","0","0","0",,,,"SDG 7 Affordable and clean energy","Clean energy",,
"ES","Spain","2021ES16RFPR001","Plurirregional - ES  - ERDF","Adopted by EC","1.3","2022-12-15","P2A","Transición verde","PO2 Greener Europe","2","Greener Europe","RSO2.1 Energy efficiency","RSO2.1","Energy efficiency","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","More developed","0.3999999997","9152449","22881122.52",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"TC","Interreg","2021TC16FFOR003","Interreg VI-D - Caraïbes","Adopted by EC","1.1","2022-11-30","P2","Priorité 2 : Une Caraïbe plus verte, plus résiliente et à faibles émissions de carbone","PO2 Greener Europe","2","Greener Europe","RSO2.6 Circular economy","RSO2.6","Circular economy","Intervention Field","067 Household waste management","067","Household waste management: prevention, minimisation, sorting, reuse, recycling measures","Interreg Funds","Interreg Funds","0.8499999649","814749","958528.27","0.4","325899.6","383411.31","1","814749","958528.27","0","0","0",,,,"0.4","325899.6","383411.31","0","0","0",,,,"SDG 12 Responsible consumption and production","Circular Economy",,
"PL","Poland","2021PL16FFPR005","Łódzkie - PL - ERDF/ESF+/JTF","Adopted by EC","1.2","2022-12-05","7","FUNDUSZE EUROPEJSKIE DLA ZATRUDNIENIA I INTEGRACJI W ŁÓDZKIEM","PO4 Social Europe","4","Social Europe","ESO4.11 Equal access to quality social and healthcare services","ESO4.11","Equal access to quality social and healthcare services","ESF Secondary Themes","10 Addressing challenges identified in the European Semester","10","Addressing challenges identified in the European Semester","ESF+","Less developed","0.8499999984","85675324","100794499.01","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,
"TC","Interreg","2021TC16RFTN001","Interreg VI-B - Alpine Space","Adopted by EC","1.1","2022-05-06","3","Innovation and digitalisation supporting a green Alpine region","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Intervention Field","152 Equal opportunities & participation in society","152","Measures to promote equal opportunities and active participation in society","Interreg Funds","Interreg Funds","0.7500000081","1525768","2034357.31","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 1 No poverty","Other",,
"TC","Interreg","2021TC16RFTN005","Interreg VI-B - North West Europe","Adopted by EC","1.2","2022-08-25","5","Transition towards a socially inclusive and resilient society","PO4 Social Europe","4","Social Europe","RSO4.1 Labour market infrastructure","RSO4.1","Labour market infrastructure","Intervention Field","139 Modernise labour market institutions to anticipate needs","139","Measures to modernise and strengthen labour market institutions and services to assess and anticipate skills needs and to ensure timely and tailor‑made assistance","Interreg Funds","Interreg Funds","0.5999999979","6630482.6","11050804.37","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 8 Decent work and economic growth","Skills, job-search and education",,
"TC","Interreg","2021TC16RFCB015","Interreg VI-A - Sweden-Norway","Adopted by EC","1.3","2022-09-23","1","EN SMARTARE GRÄNSREGION MED FÖRBÄTTRAD INNOVATIONSKAPACITET OCH KONKURRENSKRAFTIGA SMÅ OCH MEDELSTORA FÖRETAG","PO1 Smarter Europe","1","Smarter Europe","RSO1.3 Growth and competitiveness of SMEs","RSO1.3","Growth and competitiveness of SMEs","Intervention Field","021 SME business development and internationalisation","021","SME business development and internationalisation, including productive investments","Interreg Funds","Interreg Funds","0.6537305184","1465560","2241841.18","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0.4","586224","896736.472",,,,"SDG 8 Decent work and economic growth","SMEs and diversification",,
"SE","Sweden","2021SE16RFPR004","East-Central Sweden –  ERDF ERDF","Adopted by EC","1.1","2022-10-11","2","Ett grönare och koldioxidsnålare Östra Mellansverige","PO2 Greener Europe","2","Greener Europe","RSO2.1 Energy efficiency","RSO2.1","Energy efficiency","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","More developed","0.4","4658124","11645310",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"NL","Netherlands","2021NL16RFPR003","Zuid-Nederland – NL – ERDF","Adopted by EC","2","2023-06-27","1","Bevorderen van innovatie met maatschappelijke en economische impact in Zuid-Nederland, dankzij het doorontwikkelen, demonstreren en vermarkten van kansrijke technologische én niet-technologische innovaties en versterking van het Zuid-Nederlandse innovatie-ecosysteem.","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Form of Support","01 grant","01","Grant","ERDF","More developed","0.3499999966","73734464","210669899.19",,,,,,,,,,,,,,,,,,,,,,,,,
"TC","Interreg","2021TC16RFCB035","Interreg VI-A - Italy-Malta","Adopted by EC","1.1","2022-12-15","2","Un'area di cooperazione resiliente, che rafforza la protezione e la preservazione della natura anche attraverso l’uso efficiente delle risorse","PO2 Greener Europe","2","Greener Europe","RSO2.6 Circular economy","RSO2.6","Circular economy","Intervention Field","071 Promoting the use of recycled materials as raw materials","071","Promoting the use of recycled materials as raw materials","Interreg Funds","Interreg Funds","0.8","1915580","2394475","0","0","0","1","1915580","2394475","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 12 Responsible consumption and production","Circular Economy",,
"TC","Interreg","2021TC16NXTN002","Interreg VI-B - Black Sea","Adopted by EC","1.2","2022-12-15","P2","Clean and Green Region","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Intervention Field","064 Water management and water resource conservation","064","Water management and water resource conservation (including river basin management, specific climate change adaptation measures, reuse, leakage reduction)","Interreg Funds","Interreg Funds","0.8999999896","4435065","4927850.06","0.4","1774026","1971140.02","1","4435065","4927850.06","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 6 Clean water and sanitation","Regeneration of sites",,
"CZ","Czechia","2021CZ16RFPR002","Integrated Regional Programme - CZ - ERDF","Adopted by EC","2","2023-04-14","2","Zelená infrastruktura měst a obcí a ochrana obyvatelstva","PO2 Greener Europe","2","Greener Europe","RSO2.7 Nature protection and biodiversity","RSO2.7","Nature protection and biodiversity","Form of Support","01 grant","01","Grant","ERDF","Transition","0.6999999988","164873621","235533744.69",,,,,,,,,,,,,,,,,,,,,,,,,
"TC","Interreg","2021TC16FFTN003","Interreg VI-B - Baltic Sea region","Adopted by EC","1.2","2022-06-08","2","Water smart societies","PO2 Greener Europe","2","Greener Europe","RSO2.5 Sustainable water","RSO2.5","Sustainable water","Intervention Field","065 Waste water collection and treatment","065","Waste water collection and treatment","Interreg Funds","Interreg Funds","0.7999999925","10000000","12500000.12","0","0","0","1","10000000","12500000.12","0.4","4000000","5000000.05",,,,"0","0","0","0","0","0",,,,"SDG 6 Clean water and sanitation","Other",,
"TC","Interreg","2021TC16NXCB013","Interreg VI-A - Italy-Tunisia","Adopted by EC","1.2","2022-12-01","2","Priorité 2 - Un espace de coopération plus vert, résilient et à faibles émissions de carbone","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Intervention Field","998 Flat rate technical assistance, TC","998","Flat rate technical assistance – Article 27 (1) CPR","Interreg Funds","Interreg Funds","0.9","294008.22","326675.79",,,,,,,,,,,,,,,,"0","0","0",,,,,"TA and public administration",,
"TC","Interreg","2021TC16FFOR002","Interreg VI-D - Canal du Mozambique","Adopted by EC","1.2","2023-03-14","2","FAIRE DU CANAL DU MOZAMBIQUE UN ESPACE GEOGRAPHIQUE QUI ŒUVRE CONTRE LE CHANGEMENT CLIMATIQUE ET POUR LA PROTECTION DE L’ENVIRONNEMENT, DE LA BIODIVERSITE ET LA PREVENTION ET LA GESTION DES RISQUES","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Intervention Field","998 Flat rate technical assistance, TC","998","Flat rate technical assistance – Article 27 (1) CPR","Interreg Funds","Interreg Funds","0.8499998417","250048.53","294174.79",,,,,,,,,,,,,,,,"0","0","0",,,,,"TA and public administration",,
"NL","Netherlands","2021NL16RFPR003","Zuid-Nederland – NL – ERDF","Adopted by EC","2","2023-06-27","2","Bevorderen van de demonstratie, vermarkting en opschaling van kansrijke innovatieve oplossingen die de energietransitie bevorderen, in samenwerking met het mkb en maatschappelijke middenveld in Zuid-Nederland","PO2 Greener Europe","2","Greener Europe","RSO2.2 Renewable energy","RSO2.2","Renewable energy","Intervention Field","048 Renewable energy: solar","048","Renewable energy: solar","ERDF","More developed","0.3499999984","2844044","8125840.04","1","2844044","8125840.04","0.4","1137617.6","3250336.01","0","0","0",,,,"0.4","1137617.6","3250336.01","0","0","0",,,,"SDG 7 Affordable and clean energy","Clean energy",,
"TC","Interreg","2021TC16RFCB008","Interreg VI-A - Germany/Bavaria-Czechia","Adopted by EC","1.4","2022-03-18","4","Kultur und nachhaltiger Tourismus","PO4 Social Europe","4","Social Europe","RSO4.6 Culture and sustainable tourism","RSO4.6","Culture and sustainable tourism","Intervention Field","167 Natural heritage and eco-tourism other than Natura 2000","167","Protection, development and promotion of natural heritage and eco‑tourism other than Natura 2000 sites","Interreg Funds","Interreg Funds","0.7999999802","6040391","7550488.94","0","0","0","1","6040391","7550488.94","0.4","2416156.4","3020195.57",,,,"0","0","0","0","0","0",,,,"SDG 15 Life on land","Other",,
"TC","Interreg","2021TC16RFCB027","Interreg VI-A - Sweden-Finland-Norway (AURORA)","Adopted by EC","2","2023-01-17","2","Green and sustainable transition","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Intervention Field","061 Non-climate + human-induced risk: prevention + management","061","Risk prevention and management of non climate related natural risks and risks linked to human activities, including awareness raising, civil protection and disaster management systems, infrastructures and ecosystem based approaches","Interreg Funds","Interreg Funds","0.6500000087","1258434","1936052.28","0","0","0","1","1258434","1936052.28","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 11 Sustainable cities and communities","Other",,
"TC","Interreg","2021TC16IPCB001","Interreg VI-A - Hungary-Serbia","Adopted by EC","1.1","2022-11-04","3","Priority 3: Cross-border institutional and civil cooperation","PO6 Interreg: Cooperation Governance","6","Interreg: Cooperation Governance","ISO6.6 Other actions to support better cooperation governance","ISO6.6","Other actions to support better cooperation governance","Intervention Field","109 Multimodal transport (not urban)","109","Multimodal transport (not urban)","Interreg Funds","Interreg Funds","0.8499999532","2162936","2544630.72","0.4","865174.4","1017852.3","0.4","865174.4","1017852.3","0","0","0",,,,"0.4","865174.4","1017852.3","0","0","0",,,,"SDG 9 Industry, innovation, infrastructure","Sustainable local mobility",,
"TC","Interreg","2021TC16NXTN001","Interreg VI-B -  NEXT MED","Adopted by EC","1.1","2022-12-15","4","Priority 4: A better cooperation governance for the Mediterranean

Interreg specific objective 1 - Interreg-specific objective of a better cooperation governance","PO6 Interreg: Cooperation Governance","6","Interreg: Cooperation Governance","ISO6.6 Other actions to support better cooperation governance","ISO6.6","Other actions to support better cooperation governance","Intervention Field","998 Flat rate technical assistance, TC","998","Flat rate technical assistance – Article 27 (1) CPR","Interreg Funds","Interreg Funds","0.8999999954","1777553","1975058.9",,,,,,,,,,,,,,,,"0","0","0",,,,,"TA and public administration",,
"TC","Interreg","2021TC16FFOR005","Interreg VI-D - Amazonie","Adopted by EC","1.2","2022-12-15","3","Développer la coopération pour faciliter la mobilité au titre de la formation, renforcer les systèmes de santé et améliorer l'inclusion sociale à l'échelle du Plateau des Guyanes","PO4 Social Europe","4","Social Europe","RSO4.2 Education and training infrastructure","RSO4.2","Education and training infrastructure","Intervention Field","141 Labour mobility","141","Support for labour mobility","Interreg Funds","Interreg Funds","0.8499999481","200329.92","235682.27","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 8 Decent work and economic growth","Skills, job-search and education",,
"TC","Interreg","2021TC16RFCB011","Interreg VI-A - Poland-Slovakia","Adopted by EC","1.1","2022-09-27","4","Współpraca instytucji i mieszkańców Pogranicza","PO6 Interreg: Cooperation Governance","6","Interreg: Cooperation Governance","ISO6.1 Institutional capacity of public authorities","ISO6.1","Institutional capacity of public authorities","Intervention Field","173 Institutional capacity for territorial cooperation","173","Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross‑border, transnational, maritime and inter‑regional context","Interreg Funds","Interreg Funds","0.7999999566","1551000","1938750.11","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG not assigned","TA and public administration",,
"TC","Interreg","2021TC16RFCB032","Interreg VI-A - France-Italy (ALCOTRA)","Adopted by EC","1.1","2022-06-30","2","Renforcer la connaissance du territoire pour répondre aux défis environnementaux de la zone ALCOTRA","PO2 Greener Europe","2","Greener Europe","RSO2.7 Nature protection and biodiversity","RSO2.7","Nature protection and biodiversity","Intervention Field","078 Protection, restoration + use of Natura 2000 sites","078","Protection, restoration and sustainable use of Natura 2000 sites","Interreg Funds","Interreg Funds","0.799999995","3011241.99","3764052.51","0.4","1204496.8","1505621.01","1","3011241.99","3764052.51","1","3011241.99","3764052.51",,,,"0","0","0","0","0","0",,,,"SDG 15 Life on land","Regeneration of sites",,
"TC","Interreg","2021TC16IPTN001","Interreg VI-B - IPA Adrion","Adopted by EC","1.1","2022-12-01","1","Supporting a smarter Adriatic Ionian region","PO1 Smarter Europe","1","Smarter Europe","RSO1.4 Skills for smart specialisation and transition","RSO1.4","Skills for smart specialisation and transition","Intervention Field","023 Skills for smart specialisation, industrial transition","023","Skills development for smart specialisation, industrial transition, entrepreneurship and adaptability of enterprises to change","Interreg Funds","Interreg Funds","0.8499999979","5765767","6783255.31","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0.4","2306306.8","2713302.124",,,,"SDG 8 Decent work and economic growth","Skills, job-search and education",,
"NL","Netherlands","2021NL16RFPR003","Zuid-Nederland – NL – ERDF","Adopted by EC","2","2023-06-27","2","Bevorderen van de demonstratie, vermarkting en opschaling van kansrijke innovatieve oplossingen die de energietransitie bevorderen, in samenwerking met het mkb en maatschappelijke middenveld in Zuid-Nederland","PO2 Greener Europe","2","Greener Europe","RSO2.2 Renewable energy","RSO2.2","Renewable energy","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","More developed","0.3499999984","15800243","45143551.63",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"TC","Interreg","2021TC16RFCB041","Interreg VI-A - Belgium-The Netherlands (Vlaanderen-Nederland)","Adopted by EC","1.3","2022-09-20","A","Een slimmer Europa. Innovatie en vaardigheden voor slimme transformatie. (BD1)","PO1 Smarter Europe","1","Smarter Europe","RSO1.4 Skills for smart specialisation and transition","RSO1.4","Skills for smart specialisation and transition","Intervention Field","023 Skills for smart specialisation, industrial transition","023","Skills development for smart specialisation, industrial transition, entrepreneurship and adaptability of enterprises to change","Interreg Funds","Interreg Funds","0.5","11891340.9","23782681.8","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0.4","4756536.36","9513072.72",,,,"SDG 8 Decent work and economic growth","Skills, job-search and education",,
"TC","Interreg","2021TC16RFCB036","Interreg VI-A - France-Germany-Switzerland (Upper Rhine)","Adopted by EC","1","2022-05-02","D","Vers une région transfrontalière plus intelligente : faire du Rhin supérieur une Région intelligente en soutenant l’innovation et les entreprises dans le Rhin supérieur","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Intervention Field","172 Cross-financing under the ERDF","172","Cross‑financing under the ERDF (support to ESF+‑type actions necessary for the implementation of the ERDF part of the operation and directly linked to it)","Interreg Funds","Interreg Funds","0.5169082157","936940","1812584.85","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG not assigned","Social infrastructure",,
"NL","Netherlands","2021NL16RFPR003","Zuid-Nederland – NL – ERDF","Adopted by EC","2","2023-06-27","2","Bevorderen van de demonstratie, vermarkting en opschaling van kansrijke innovatieve oplossingen die de energietransitie bevorderen, in samenwerking met het mkb en maatschappelijke middenveld in Zuid-Nederland","PO2 Greener Europe","2","Greener Europe","RSO2.3 Smart energy systems","RSO2.3","Smart energy systems","Intervention Field","029 Low carbon R+I processes, tech-transfer and cooperation","029","Research and innovation processes, technology transfer and cooperation between enterprises, research centres and universities, focusing on the low carbon economy, resilience and adaptation to climate change","ERDF","More developed","0.3499999984","3950061","11285888.62","1","3950061","11285888.62","0.4","1580024.4","4514355.45","0","0","0",,,,"0.4","1580024.4","4514355.45","0","0","0",,,,"SDG 9 Industry, innovation, infrastructure","RTDI",,
"CZ","Czechia","2021CZ16RFPR002","Integrated Regional Programme - CZ - ERDF","Adopted by EC","2","2023-04-14","2","Zelená infrastruktura měst a obcí a ochrana obyvatelstva","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Transition","0.6999999988","190346648","271923783.32",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"CZ","Czechia","2021CZ16RFPR002","Integrated Regional Programme - CZ - ERDF","Adopted by EC","2","2023-04-14","4","Zlepšení kvality a dostupnosti sociálních a zdravotních služeb, vzdělávací infrastruktury a rozvoj kulturního dědictví","PO4 Social Europe","4","Social Europe","RSO4.2 Education and training infrastructure","RSO4.2","Education and training infrastructure","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Transition","0.7","148900098","212714425.71",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"EL","Greece","2021EL16FFPR008","Thessalia – ERDF/ESF+","Adopted by EC","1.2","2022-09-06","4Β","Δράσεις ενίσχυσης της Κοινωνικής Συνοχής και αντιμετώπισης της φτώχειας","PO4 Social Europe","4","Social Europe","ESO4.10 Intergration of marginalised communities such as Roma","ESO4.10","Intergration of marginalised communities such as Roma","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ESF+","Less developed","0.85","2737000","3220000",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"CZ","Czechia","2021CZ16RFPR002","Integrated Regional Programme - CZ - ERDF","Adopted by EC","2","2023-04-14","4","Zlepšení kvality a dostupnosti sociálních a zdravotních služeb, vzdělávací infrastruktury a rozvoj kulturního dědictví","PO4 Social Europe","4","Social Europe","RSO4.3 Integration of marginalised communities","RSO4.3","Integration of marginalised communities","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Transition","0.7","98108676.79","140155252.56",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"CZ","Czechia","2021CZ16RFPR002","Integrated Regional Programme - CZ - ERDF","Adopted by EC","2","2023-04-14","1","Zlepšení výkonu veřejné správy","PO1 Smarter Europe","1","Smarter Europe","RSO1.2 Reaping the benefits of digitisation","RSO1.2","Reaping the benefits of digitisation","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","More developed","0.4","45354400","113386000",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"TC","Interreg","2021TC16RFCB004","Interreg VI-A - Austria-Germany/Bavaria","Adopted by EC","1.1","2022-03-18","PO1","ZUKUNFTSFÄHIGE WRTSCHAFT _ Ein innovativer Programmraum mit einem grenzüberschreitend zugänglichen Wissenssystem für eine zukunftsfähige, agile sowie resiliente Unternehmenslandschaft","PO1 Smarter Europe","1","Smarter Europe","RSO1.4 Skills for smart specialisation and transition","RSO1.4","Skills for smart specialisation and transition","Intervention Field","024 Advanced support services for SMEs and groups of SMEs","024","Advanced support services for SMEs and groups of SMEs (including management, marketing and design services)","Interreg Funds","Interreg Funds","0.7999999918","3367896","4209870.04","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0.4","1347158.4","1683948.016",,,,"SDG 8 Decent work and economic growth","SMEs and diversification",,
"NL","Netherlands","2021NL16RFPR003","Zuid-Nederland – NL – ERDF","Adopted by EC","2","2023-06-27","2","Bevorderen van de demonstratie, vermarkting en opschaling van kansrijke innovatieve oplossingen die de energietransitie bevorderen, in samenwerking met het mkb en maatschappelijke middenveld in Zuid-Nederland","PO2 Greener Europe","2","Greener Europe","RSO2.2 Renewable energy","RSO2.2","Renewable energy","Intervention Field","051 Renewable energy: marine","051","Renewable energy: marine","ERDF","More developed","0.3499999984","1580024","4514354.31","1","1580024","4514354.31","0.4","632009.6","1805741.72","0","0","0",,,,"0.4","632009.6","1805741.72","0","0","0",,,,"SDG 7 Affordable and clean energy","Clean energy",,
"TC","Interreg","2021TC16FFOR002","Interreg VI-D - Canal du Mozambique","Adopted by EC","1.2","2023-03-14","3","FAIRE DU CANAL DU MOZAMBIQUE UN ESPACE GEOGRAPHIQUE PLUS SOCIAL ET PLUS INCLUSIF METTANT EN ŒUVRE LE SOCLE EUROPEEN DES DROITS SOCIAUX","PO4 Social Europe","4","Social Europe","RSO4.6 Culture and sustainable tourism","RSO4.6","Culture and sustainable tourism","Intervention Field","166 Cultural heritage and cultural services","166","Protection, development and promotion of cultural heritage and cultural services","Interreg Funds","Interreg Funds","0.8499999511","716014.39","842369.92","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 8 Decent work and economic growth","Other",,
"TC","Interreg","2021TC16IPCB003","Interreg VI-A - Croatia Serbia","Adopted by EC","1.1","2022-11-04","2","Cooperating for greener and climate change resilient programme area","PO2 Greener Europe","2","Greener Europe","RSO2.2 Renewable energy","RSO2.2","Renewable energy","Intervention Field","998 Flat rate technical assistance, TC","998","Flat rate technical assistance – Article 27 (1) CPR","Interreg Funds","Interreg Funds","0.8499999926","626427.2","736973.19",,,,,,,,,,,,,,,,"0","0","0",,,,,"TA and public administration",,
"EE","Estonia","2021EE65BVPR001","Estonia - BMVI","Adopted by EC (TF Accepted)","1.1","2022-09-07",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.026 Operating support – Integrated border management","SO1.026","Operating support - Integrated border management","BMVI","BMVI","0.75","6042172.5","8056230",,,,,,,,,,,,,,,,,,,,,,,,,
"IT","Italy","2021IT05SFPR004","Emilia-Romagna - ESF+","Adopted by EC","1.1","2022-07-20","1","OCCUPAZIONE","PO4 Social Europe","4","Social Europe","ESO4.1 Access to employment and activation measures for all","ESO4.1","Access to employment and activation measures for all","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ESF+","More developed","0.4","36000000","90000000",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"TC","Interreg","2021TC16FFOR004","Interreg VI-D - Océan Indien","Adopted by EC","1.3","2022-12-15","4","Améliorer la gouvernance de coopération dans l'océan Indien","PO6 Interreg: Cooperation Governance","6","Interreg: Cooperation Governance","ISO6.6 Other actions to support better cooperation governance","ISO6.6","Other actions to support better cooperation governance","Intervention Field","171 Enhancing cooperation with partners within/outside the MS","171","Enhancing cooperation with partners both within and outside the Member State","Interreg Funds","Interreg Funds","0.8499998194","200000","235294.17","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG not assigned","TA and public administration",,
"TC","Interreg","2021TC16RFCB023","Interreg VI-A - Alpenrhein-Bodensee-Hochrhein","Adopted by EC","1.3","2022-06-30","4","Bessere Governance in Bezug auf die Zusammenarbeit","PO6 Interreg: Cooperation Governance","6","Interreg: Cooperation Governance","ISO6.3 People-to-people action for increased trust","ISO6.3","People-to-people action for increased trust","Intervention Field","171 Enhancing cooperation with partners within/outside the MS","171","Enhancing cooperation with partners both within and outside the Member State","Interreg Funds","Interreg Funds","0.6999999779","1000000","1428571.47","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG not assigned","TA and public administration",,
"TC","Interreg","2021TC16RFCB036","Interreg VI-A - France-Germany-Switzerland (Upper Rhine)","Adopted by EC","1","2022-05-02","D","Vers une région transfrontalière plus intelligente : faire du Rhin supérieur une Région intelligente en soutenant l’innovation et les entreprises dans le Rhin supérieur","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Intervention Field","004 R+I fixed asset investment: Public research centres + HEI","004","Investment in fixed assets, including research infrastructure, in public research centres and higher education directly linked to research and innovation activities","Interreg Funds","Interreg Funds","0.5169082157","936941","1812586.78","0","0","0","0","0","0","0","0","0",,,,"0","0","0","0","0","0",,,,"SDG 9 Industry, innovation, infrastructure","RTDI",,
"TC","Interreg","2021TC16RFCB036","Interreg VI-A - France-Germany-Switzerland (Upper Rhine)","Adopted by EC","1","2022-05-02","A","Vers une région transfrontalière plus verte : favoriser l’adaptation au changement climatique ainsi que la transition énergétique et écologique dans le Rhin supérieur","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Intervention Field","998 Flat rate technical assistance, TC","998","Flat rate technical assistance – Article 27 (1) CPR","Interreg Funds","Interreg Funds","0.6161228426","375395.16","609286.26",,,,,,,,,,,,,,,,"0","0","0",,,,,"TA and public administration",,
"TC","Interreg","2021TC16NXCB009","Interreg VI-A - Poland-Belarus-Ukraine","Adopted by EC","1.1","2022-12-01","3","Tourism","PO4 Social Europe","4","Social Europe","RSO4.6 Culture and sustainable tourism","RSO4.6","Culture and sustainable tourism","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","Interreg Funds","Interreg Funds","0.8999999962","42594543.18","47327270.4",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"CZ","Czechia","2021CZ16RFPR002","Integrated Regional Programme - CZ - ERDF","Adopted by EC","2","2023-04-14","3","Rozvoj dopravní infrastruktury","PO3 Connected Europe","3","Connected Europe","RSO3.2 Sustainable transport","RSO3.2","Sustainable transport","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Less developed","0.8499999995","262006158","308242539",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
